region,os,device,amplitude_id
Morelos,Safari 15,Mac,1
Morelos,Samsung Browser 17,Android,4
Morelos,WebKit 605,Apple iPhone,1
Moscow,Firefox 56,Windows,1
Moscow,Yandex 22,Windows,1
Murcia,GSA 213,Apple iPhone,1
Muscat,Chrome 100,Windows,1
Muscat,Chrome Mobile 75,Android,1
Muscat,Samsung Browser 16,Android,1
México,Chrome 100,Android,1
México,Chrome 100,Windows,7
México,Chrome 101,Windows,16
México,Chrome 102,Android,5
México,Chrome 102,Chromium OS,1
México,Chrome 102,Linux,1
México,Chrome 102,Mac,10
México,Chrome 102,Windows,245
México,Chrome 69,Chromium OS,1
México,Chrome 69,Windows,1
México,Chrome 91,Windows,1
México,Chrome 92,Android,27
México,Chrome 93,Windows,1
México,Chrome 94,Windows,1
México,Chrome 95,Android,1
México,Chrome 96,Windows,4
México,Chrome 99,Windows,2
México,Chrome Mobile 100,Android,37
México,Chrome Mobile 101,Android,221
México,Chrome Mobile 101,Apple iPhone,2
México,Chrome Mobile 102,Android,2113
México,Chrome Mobile 102,Apple iPhone,30
México,Chrome Mobile 103,Android,2
México,Chrome Mobile 38,Android,5
México,Chrome Mobile 39,Android,1
México,Chrome Mobile 42,Android,1
México,Chrome Mobile 43,Android,1
México,Chrome Mobile 46,Android,4
México,Chrome Mobile 50,Android,4
México,Chrome Mobile 52,Android,1
México,Chrome Mobile 55,Android,4
México,Chrome Mobile 58,Android,1
México,Chrome Mobile 68,Android,2
México,Chrome Mobile 70,Android,5
México,Chrome Mobile 74,Android,3
México,Chrome Mobile 77,Android,1
México,Chrome Mobile 79,Android,6
México,Chrome Mobile 80,Android,7
México,Chrome Mobile 81,Android,11
México,Chrome Mobile 83,Android,7
México,Chrome Mobile 85,Android,5
México,Chrome Mobile 86,Android,1
México,Chrome Mobile 87,Android,13
México,Chrome Mobile 88,Android,3
México,Chrome Mobile 89,Android,10
México,Chrome Mobile 90,Android,12
México,Chrome Mobile 91,Android,8
México,Chrome Mobile 92,Android,9
México,Chrome Mobile 92,Apple iPad,1
México,Chrome Mobile 92,Apple iPhone,1
México,Chrome Mobile 93,Android,2
México,Chrome Mobile 94,Android,9
México,Chrome Mobile 95,Android,13
México,Chrome Mobile 96,Android,17
México,Chrome Mobile 97,Android,18
México,Chrome Mobile 98,Android,14
México,Chrome Mobile 99,Android,19
México,Chrome WebView 101,Android,5
México,Chrome WebView 102,Android,23
México,Chrome WebView 69,Android,1
México,Chrome WebView 74,Android,1
México,Chrome WebView 85,Android,1
México,Chrome WebView 88,Android,5
México,Chrome WebView 92,Android,1
México,Chrome WebView 94,Android,1
México,Chrome WebView 95,Android,1
México,Chrome WebView 98,Android,1
México,Edge 101,Windows,1
México,Edge 102,Windows,8
México,Facebook 266,Android,1
México,Facebook 332,Android,1
México,Facebook 350,Android,1
México,Facebook 362,Android,6
México,Facebook 363,Android,2
México,Facebook 368,Android,2
México,Facebook 369,Android,12
México,Firefox 101,Android,1
México,Firefox 101,Windows,9
México,Firefox 88,Linux,1
México,Firefox 91,Windows,1
México,GSA 169,Apple iPhone,1
México,GSA 205,Apple iPhone,1
México,GSA 213,Apple iPad,1
México,GSA 213,Apple iPhone,24
México,GSA 215,Apple iPhone,4
México,IE 11,Windows,1
México,MIUI Browser 12,Android,1
México,MIUI Browser 13,Android,3
México,Mobile Safari 10,Apple iPad,2
México,Mobile Safari 11,Apple iPhone,1
México,Mobile Safari 12,Apple iPad,2
México,Mobile Safari 12,Apple iPhone,7
México,Mobile Safari 13,Apple iPad,1
México,Mobile Safari 13,Apple iPhone,2
México,Mobile Safari 14,Apple iPhone,10
México,Mobile Safari 15,Apple iPad,1
México,Mobile Safari 15,Apple iPhone,28
México,Opera 62,Android,1
México,Opera 68,Android,1
México,Opera 86,Windows,1
México,Opera 87,Windows,2
México,Opera Touch 2,Android,1
México,Safari,Apple iPhone,2
México,Safari 12,Mac,1
México,Safari 15,Mac,2
México,Samsung Browser 11,Android,2
México,Samsung Browser 13,Android,2
México,Samsung Browser 14,Android,1
México,Samsung Browser 16,Android,4
México,Samsung Browser 17,Android,37
México,Samsung Browser 3,Android,1
México,UCBrowser 13,Android,1
Nacional,Chrome Mobile 102,Android,1
Nayarit,Chrome 101,Chromium OS,1
Nayarit,Chrome 102,Android,1
Nayarit,Chrome 102,Linux,1
Nayarit,Chrome 102,Windows,15
Nayarit,Chrome 92,Android,1
Nayarit,Chrome Mobile 100,Android,2
Nayarit,Chrome Mobile 101,Android,8
Nayarit,Chrome Mobile 102,Android,101
Nayarit,Chrome Mobile 102,Apple iPhone,2
Nayarit,Chrome Mobile 38,Android,1
Nayarit,Chrome Mobile 81,Android,1
Nayarit,Chrome Mobile 87,Android,1
Nayarit,Chrome Mobile 88,Android,1
Nayarit,Chrome Mobile 96,Android,1
Nayarit,Chrome Mobile 97,Android,1
Nayarit,Chrome Mobile 99,Android,1
Nayarit,Edge 102,Windows,1
Nayarit,Facebook 369,Android,1
Nayarit,Firefox 101,Windows,1
Nayarit,GSA 213,Apple iPhone,3
Nayarit,GSA 85,Apple iPhone,1
Nayarit,Mobile Safari 14,Apple iPhone,1
Nayarit,Mobile Safari 15,Apple iPhone,1
Nayarit,Opera 86,Windows,1
Nayarit,Samsung Browser 17,Android,1
Neuquen,Chrome 102,Windows,1
Nevada,Chrome 87,Mac,1
Nevada,Chrome Mobile 102,Android,5
Nevada,Mobile Safari 15,Apple iPhone,1
New Jersey,Chrome 100,Mac,1
New Jersey,Chrome 102,Windows,1
New Jersey,Chrome 76,Windows,3
New Jersey,Chrome 79,Windows,1
New Jersey,Chrome 83,Windows,1
New Jersey,Chrome Mobile 102,Android,1
New Mexico,Chrome Mobile 102,Android,1
New York,Chrome 101,Mac,1
New York,Chrome 102,Windows,1
New York,Chrome Mobile 102,Android,2
New York,GSA 213,Apple iPhone,1
North Carolina,Chrome 102,Windows,1
North Carolina,Chrome 86,Windows,1
North Carolina,Chrome Mobile 101,Android,1
North Carolina,Chrome Mobile 102,Android,1
North Holland,Chrome 79,Windows,2
North Holland,Chrome 80,Windows,2
North Holland,Chrome 96,Windows,1
North Holland,Chrome 97,Windows,2
North Holland,Chrome 98,Windows,2
North Rhine-Westphalia,Chrome 102,Windows,1
Nuevo León,Chrome 100,Windows,3
Nuevo León,Chrome 101,Linux,1
Nuevo León,Chrome 101,Windows,15
Nuevo León,Chrome 102,Android,6
Nuevo León,Chrome 102,Chromium OS,1
Nuevo León,Chrome 102,Mac,2
Nuevo León,Chrome 102,Windows,170
Nuevo León,Chrome 68,Windows,1
Nuevo León,Chrome 75,Chromium OS,1
Nuevo León,Chrome 79,Windows,2
Nuevo León,Chrome 81,Android,1
Nuevo León,Chrome 81,Windows,1
Nuevo León,Chrome 84,Windows,3
Nuevo León,Chrome 92,Android,24
Nuevo León,Chrome 92,Linux,1
Nuevo León,Chrome 92,Windows,1
Nuevo León,Chrome 95,Windows,1
Nuevo León,Chrome 96,Windows,1
Nuevo León,Chrome 97,Windows,1
Nuevo León,Chrome 98,Windows,1
Nuevo León,Chrome 99,Windows,1
Nuevo León,Chrome Mobile 100,Android,30
Nuevo León,Chrome Mobile 101,Android,149
Nuevo León,Chrome Mobile 101,Apple iPhone,2
Nuevo León,Chrome Mobile 102,Android,1168
Nuevo León,Chrome Mobile 102,Apple iPhone,23
Nuevo León,Chrome Mobile 38,Android,5
Nuevo León,Chrome Mobile 50,Android,1
Nuevo León,Chrome Mobile 52,Android,1
Nuevo León,Chrome Mobile 56,Android,1
Nuevo León,Chrome Mobile 64,Android,1
Nuevo León,Chrome Mobile 67,Android,2
Nuevo León,Chrome Mobile 68,Android,3
Nuevo León,Chrome Mobile 74,Android,1
Nuevo León,Chrome Mobile 78,Android,1
Nuevo León,Chrome Mobile 79,Android,7
Nuevo León,Chrome Mobile 81,Android,4
Nuevo León,Chrome Mobile 83,Android,7
Nuevo León,Chrome Mobile 85,Android,2
Nuevo León,Chrome Mobile 86,Android,1
Nuevo León,Chrome Mobile 87,Android,10
Nuevo León,Chrome Mobile 88,Android,3
Nuevo León,Chrome Mobile 89,Android,4
Nuevo León,Chrome Mobile 90,Android,4
Nuevo León,Chrome Mobile 91,Android,12
Nuevo León,Chrome Mobile 92,Android,6
Nuevo León,Chrome Mobile 92,Apple iPhone,1
Nuevo León,Chrome Mobile 93,Android,5
Nuevo León,Chrome Mobile 94,Android,6
Nuevo León,Chrome Mobile 95,Android,4
Nuevo León,Chrome Mobile 96,Android,21
Nuevo León,Chrome Mobile 97,Android,8
Nuevo León,Chrome Mobile 98,Android,11
Nuevo León,Chrome Mobile 98,Apple iPhone,1
Nuevo León,Chrome Mobile 99,Android,23
Nuevo León,Chrome WebView 101,Android,11
Nuevo León,Chrome WebView 102,Android,10
Nuevo León,Chrome WebView 70,Android,2
Nuevo León,Chrome WebView 85,Android,1
Nuevo León,Chrome WebView 86,Android,1
Nuevo León,Chrome WebView 88,Android,1
Nuevo León,Edge 101,Android,1
Nuevo León,Edge 101,Windows,1
Nuevo León,Edge 102,Windows,19
Nuevo León,Edge 16,Windows,1
Nuevo León,Facebook 305,Android,2
Nuevo León,Facebook 328,Android,1
Nuevo León,Facebook 332,Android,1
Nuevo León,Facebook 356,Android,1
Nuevo León,Facebook 362,Android,3
Nuevo León,Facebook 365,Android,2
Nuevo León,Facebook 368,Android,1
Nuevo León,Facebook 369,Android,10
Nuevo León,Firefox 101,Mac,1
Nuevo León,Firefox 101,Windows,3
Nuevo León,Firefox 48,KAIOS,1
Nuevo León,Firefox 69,Windows,1
Nuevo León,Firefox 87,Mac,1
Nuevo León,Firefox 99,Linux,1
Nuevo León,GSA 196,Apple iPhone,1
Nuevo León,GSA 210,Apple iPhone,1
Nuevo León,GSA 211,Apple iPhone,1
Nuevo León,GSA 213,Apple iPhone,24
Nuevo León,GSA 214,Apple iPhone,1
Nuevo León,GSA 215,Apple iPhone,1
Nuevo León,GSA 98,Apple iPhone,1
Nuevo León,MIUI Browser 13,Android,3
Nuevo León,MIUI Browser 13,Linux,1
Nuevo León,Mobile Safari 12,Apple iPhone,5
Nuevo León,Mobile Safari 13,Apple iPhone,2
Nuevo León,Mobile Safari 14,Apple iPad,1
Nuevo León,Mobile Safari 14,Apple iPhone,10
Nuevo León,Mobile Safari 15,Apple iPhone,83
Nuevo León,Opera 69,Android,1
Nuevo León,Opera 86,Windows,1
Nuevo León,Opera 87,Windows,1
Nuevo León,Safari 15,Mac,2
Nuevo León,Samsung Browser 11,Android,1
Nuevo León,Samsung Browser 13,Android,6
Nuevo León,Samsung Browser 14,Android,1
Nuevo León,Samsung Browser 16,Android,2
Nuevo León,Samsung Browser 17,Android,39
Nuevo León,Samsung Browser 17,Linux,1
Nuevo León,Samsung Browser 9,Android,1
Nuevo León,WebKit 605,Apple iPad,1
Nuevo León,WebKit 605,Apple iPhone,4
Oaxaca,Chrome 100,Windows,1
Oaxaca,Chrome 101,Windows,2
Oaxaca,Chrome 102,Android,3
Oaxaca,Chrome 102,Mac,1
Oaxaca,Chrome 102,Windows,40
Oaxaca,Chrome 92,Android,4
Oaxaca,Chrome Mobile 100,Android,5
Oaxaca,Chrome Mobile 101,Android,15
Oaxaca,Chrome Mobile 101,Apple iPhone,2
Oaxaca,Chrome Mobile 102,Android,186
Oaxaca,Chrome Mobile 102,Apple iPhone,3
Oaxaca,Chrome Mobile 38,Android,3
Oaxaca,Chrome Mobile 79,Android,1
Oaxaca,Chrome Mobile 87,Android,1
Oaxaca,Chrome Mobile 89,Android,1
Oaxaca,Chrome Mobile 91,Android,1
Oaxaca,Chrome Mobile 93,Android,1
Oaxaca,Chrome Mobile 95,Android,1
Oaxaca,Chrome Mobile 96,Android,2
Oaxaca,Chrome Mobile 97,Android,1
Oaxaca,Chrome Mobile 98,Apple iPad,1
Oaxaca,Chrome Mobile 99,Android,2
Oaxaca,Chrome WebView 101,Android,1
Oaxaca,Chrome WebView 102,Android,2
Oaxaca,Edge 102,Windows,2
Oaxaca,Facebook 332,Android,1
Oaxaca,Facebook 369,Android,1
Oaxaca,Firefox 101,Android,1
Oaxaca,GSA 213,Apple iPhone,2
Oaxaca,GSA 215,Apple iPhone,1
Oaxaca,MIUI Browser 13,Android,2
Oaxaca,Mobile Safari 15,Apple iPhone,2
Oaxaca,Opera 63,Android,1
Oaxaca,Samsung Browser 16,Android,1
Oaxaca,Samsung Browser 17,Android,3
Ohio,Chrome 100,Windows,1
Ohio,Chrome 68,Windows,1
Ohio,Chrome 88,Linux,3
Ohio,Chrome 90,Windows,1
Oklahoma,Chrome Mobile 102,Android,1
Ontario,Chrome 96,Windows,1
Ontario,Chrome 98,Windows,1
Ontario,Chrome Mobile 102,Android,3
Oregon,Chrome 98,Windows,1
Oregon,Chrome Headless 97,Linux,14
Oregon,Chrome Mobile 102,Android,1
Oregon,Chrome Mobile 98,Android,1
Oregon,Firefox 92,Linux,1
Oregon,Mobile Safari 14,Apple iPhone,1
Para,Chrome Mobile 102,Android,1
Paris,Chrome 79,Windows,3
Paris,Chrome 80,Windows,4
Paris,Chrome 96,Windows,1
Paris,Chrome 98,Windows,1
Pennsylvania,Chrome Mobile 101,Android,1
Pennsylvania,Edge 102,Windows,1
Prebold,Mobile Safari 15,Apple iPhone,1
Princes Town,Chrome 100,Windows,1
Provincia de El Oro,Chrome 102,Windows,1
Provincia de El Oro,Chrome Mobile 102,Android,2
Provincia de El Oro,Chrome Mobile 91,Android,1
Provincia de El Oro,Edge 102,Windows,1
Provincia de Esmeraldas,Chrome Mobile 102,Android,1
Provincia de Esmeraldas,Chrome WebView 102,Android,1
Provincia de Los Rios,Chrome Mobile 102,Android,3
Provincia de Manabi,Chrome Mobile 102,Android,1
Provincia de Manabi,Edge 102,Windows,1
Provincia de Manabi,Firefox 101,Windows,1
Provincia de Monte Plata,Chrome Mobile 102,Android,1
Provincia de Pichincha,Chrome 102,Windows,1
Provincia de Pichincha,Chrome Mobile 102,Android,5
Provincia de Pichincha,Chrome Mobile 91,Android,1
Provincia de Pichincha,Mobile Safari 15,Apple iPhone,1
Provincia de Pichincha,Samsung Browser 17,Android,1
Provincia de San Jose,Chrome 102,Windows,1
Provincia de San Jose,Chrome Mobile 102,Android,1
Provincia de Santa Elena,Chrome Mobile 102,Android,1
Provincia de Santiago,Chrome Mobile 102,Android,1
Provincia de Santo Domingo,Chrome 100,Windows,1
Provincia de Santo Domingo,Chrome 102,Windows,2
Provincia de Santo Domingo,Chrome Mobile 100,Android,1
Provincia de Santo Domingo,Chrome Mobile 102,Android,7
Provincia de Santo Domingo,Chrome Mobile 102,Apple iPhone,1
Provincia de Santo Domingo,Chrome WebView 102,Android,1
Provincia de Santo Domingo,Mobile Safari 15,Apple iPhone,3
Provincia de Santo Domingo,Samsung Browser 17,Android,1
Provincia de Santo Domingo de los Tsachilas,Chrome Mobile 101,Android,1
Provincia de Sucumbios,Chrome 92,Android,1
Provincia del Azuay,Chrome 102,Windows,1
Provincia del Azuay,Safari 14,Mac,1
Provincia del Azuay,Samsung Browser 17,Android,1
Provincia del Canar,Chrome Mobile 102,Android,1
Provincia del Guayas,Chrome 102,Windows,2
Provincia del Guayas,Chrome Mobile 101,Android,2
Provincia del Guayas,Chrome Mobile 102,Android,9
Provincia del Guayas,Chrome Mobile 102,Apple iPhone,1
Provincia del Guayas,Chrome Mobile 94,Android,1
Provincia del Guayas,Chrome Mobile 99,Android,1
Provincia del Guayas,Chrome WebView 101,Android,2
Provincia del Guayas,Firefox 94,Windows,1
Puebla,Chrome 100,Mac,1
Puebla,Chrome 100,Windows,1
Puebla,Chrome 101,Linux,1
Puebla,Chrome 101,Mac,1
Puebla,Chrome 101,Windows,4
Puebla,Chrome 102,Linux,5
Puebla,Chrome 102,Mac,3
Puebla,Chrome 102,Windows,106
Puebla,Chrome 43,Android,1
Puebla,Chrome 81,Android,1
Puebla,Chrome 89,Windows,1
Puebla,Chrome 92,Android,19
Puebla,Chrome 94,Android,1
Puebla,Chrome 96,Windows,1
Puebla,Chrome 97,Windows,2
Puebla,Chrome Mobile 100,Android,31
Puebla,Chrome Mobile 101,Android,137
Puebla,Chrome Mobile 101,Apple iPhone,3
Puebla,Chrome Mobile 102,Android,787
Puebla,Chrome Mobile 102,Apple iPhone,18
Puebla,Chrome Mobile 37,Android,2
Puebla,Chrome Mobile 38,Android,7
Puebla,Chrome Mobile 55,Android,2
Puebla,Chrome Mobile 62,Android,1
Puebla,Chrome Mobile 66,Android,1
Puebla,Chrome Mobile 68,Android,1
Puebla,Chrome Mobile 70,Android,2
Puebla,Chrome Mobile 74,Android,6
Puebla,Chrome Mobile 78,Android,3
Puebla,Chrome Mobile 79,Android,5
Puebla,Chrome Mobile 80,Android,2
Puebla,Chrome Mobile 81,Android,5
Puebla,Chrome Mobile 83,Android,6
Puebla,Chrome Mobile 85,Android,1
Puebla,Chrome Mobile 87,Android,7
Puebla,Chrome Mobile 88,Android,3
Puebla,Chrome Mobile 89,Android,2
Puebla,Chrome Mobile 90,Android,1
Puebla,Chrome Mobile 91,Android,8
Puebla,Chrome Mobile 91,Apple iPhone,1
Puebla,Chrome Mobile 92,Android,5
Puebla,Chrome Mobile 93,Android,5
Puebla,Chrome Mobile 94,Android,9
Puebla,Chrome Mobile 95,Android,9
Puebla,Chrome Mobile 96,Android,10
Puebla,Chrome Mobile 97,Android,5
Puebla,Chrome Mobile 98,Android,11
Puebla,Chrome Mobile 99,Android,10
Puebla,Chrome WebView 101,Android,8
Puebla,Chrome WebView 102,Android,4
Puebla,Chrome WebView 70,Android,1
Puebla,Chrome WebView 87,Android,1
Puebla,Chrome WebView 88,Android,3
Puebla,Chrome WebView 94,Android,1
Puebla,Edge 101,Android,1
Puebla,Edge 101,Windows,2
Puebla,Edge 102,Apple iPad,1
Puebla,Edge 102,Windows,6
Puebla,Facebook 305,Android,1
Puebla,Facebook 327,Android,1
Puebla,Facebook 339,Android,1
Puebla,Facebook 348,Android,1
Puebla,Facebook 355,Android,1
Puebla,Facebook 362,Android,2
Puebla,Facebook 368,Android,1
Puebla,Facebook 369,Android,3
Puebla,Firefox 101,Windows,5
Puebla,GSA 209,Apple iPhone,1
Puebla,GSA 210,Apple iPhone,1
Puebla,GSA 213,Apple iPhone,13
Puebla,GSA 215,Apple iPhone,1
Puebla,Mobile Safari 12,Apple iPhone,1
Puebla,Mobile Safari 13,Apple iPhone,3
Puebla,Mobile Safari 14,Apple iPhone,6
Puebla,Mobile Safari 15,Apple iPhone,13
Puebla,Opera 69,Android,1
Puebla,Opera 86,Windows,2
Puebla,Safari 15,Mac,1
Puebla,Samsung Browser 13,Android,1
Puebla,Samsung Browser 15,Android,2
Puebla,Samsung Browser 16,Android,2
Puebla,Samsung Browser 17,Android,11
Quebec,Chrome Headless 91,Linux,1
Quebec,Chrome Mobile 102,Android,2
Querétaro,Chrome 100,Windows,3
Querétaro,Chrome 101,Android,1
Querétaro,Chrome 101,Linux,1
Querétaro,Chrome 101,Windows,5
Querétaro,Chrome 102,Android,1
Querétaro,Chrome 102,Mac,1
Querétaro,Chrome 102,Windows,53
Querétaro,Chrome 37,Linux,1
Querétaro,Chrome 91,Android,1
Querétaro,Chrome 92,Android,8
Querétaro,Chrome 95,Android,1
Querétaro,Chrome Mobile 100,Android,17
Querétaro,Chrome Mobile 101,Android,39
Querétaro,Chrome Mobile 101,Apple iPhone,1
Querétaro,Chrome Mobile 102,Android,366
Querétaro,Chrome Mobile 102,Apple iPhone,6
Querétaro,Chrome Mobile 64,Android,2
Querétaro,Chrome Mobile 65,Android,1
Querétaro,Chrome Mobile 68,Android,1
Querétaro,Chrome Mobile 70,Android,1
Querétaro,Chrome Mobile 74,Android,2
Querétaro,Chrome Mobile 79,Android,1
Querétaro,Chrome Mobile 80,Android,1
Querétaro,Chrome Mobile 81,Android,1
Querétaro,Chrome Mobile 83,Android,1
Querétaro,Chrome Mobile 85,Android,1
Querétaro,Chrome Mobile 87,Android,4
Querétaro,Chrome Mobile 89,Android,1
Querétaro,Chrome Mobile 90,Android,1
Querétaro,Chrome Mobile 91,Android,4
Querétaro,Chrome Mobile 92,Android,2
Querétaro,Chrome Mobile 93,Android,2
Querétaro,Chrome Mobile 94,Android,4
Querétaro,Chrome Mobile 95,Android,2
Querétaro,Chrome Mobile 95,Apple iPad,1
Querétaro,Chrome Mobile 96,Android,3
Querétaro,Chrome Mobile 97,Android,1
Querétaro,Chrome Mobile 98,Android,4
Querétaro,Chrome Mobile 99,Android,6
Querétaro,Chrome WebView 100,Android,1
Querétaro,Chrome WebView 101,Android,2
Querétaro,Chrome WebView 102,Android,1
Querétaro,Chrome WebView 46,Android,1
Querétaro,Chrome WebView 74,Android,1
Querétaro,Edge 101,Windows,1
Querétaro,Edge 102,Windows,2
Querétaro,Facebook 362,Android,1
Querétaro,Facebook 364,Android,1
Querétaro,Facebook 366,Android,1
Querétaro,Facebook 369,Android,2
Querétaro,Firefox 101,Android,1
Querétaro,GSA 213,Apple iPhone,6
Querétaro,GSA 214,Apple iPhone,1
Querétaro,GSA 215,Apple iPhone,1
Querétaro,MIUI Browser 13,Android,1
Querétaro,Mobile Safari 12,Apple iPhone,2
Querétaro,Mobile Safari 13,Apple iPhone,1
Querétaro,Mobile Safari 14,Apple iPhone,5
Querétaro,Opera 69,Android,1
Querétaro,Safari 13,Mac,1
Querétaro,Safari 14,Mac,1
Querétaro,Samsung Browser 16,Android,1
Querétaro,Samsung Browser 17,Android,16
Querétaro,UCBrowser 11,Android,1
Quintana Roo,Chrome 101,Windows,7
Quintana Roo,Chrome 102,Chromium OS,1
Quintana Roo,Chrome 102,Linux,2
Quintana Roo,Chrome 102,Windows,37
Quintana Roo,Chrome 83,Android,1
Quintana Roo,Chrome 83,Windows,2
Quintana Roo,Chrome 89,Android,1
Quintana Roo,Chrome 92,Android,3
Quintana Roo,Chrome Mobile 100,Android,5
Quintana Roo,Chrome Mobile 101,Android,20
Quintana Roo,Chrome Mobile 102,Android,236
Quintana Roo,Chrome Mobile 102,Apple iPhone,6
Quintana Roo,Chrome Mobile 103,Android,1
Quintana Roo,Chrome Mobile 55,Android,1
Quintana Roo,Chrome Mobile 64,Android,1
Quintana Roo,Chrome Mobile 83,Android,1
Quintana Roo,Chrome Mobile 86,Android,1
Quintana Roo,Chrome Mobile 87,Android,1
Quintana Roo,Chrome Mobile 91,Android,2
Quintana Roo,Chrome Mobile 92,Android,1
Quintana Roo,Chrome Mobile 94,Android,2
Quintana Roo,Chrome Mobile 95,Android,2
Quintana Roo,Chrome Mobile 96,Android,1
Quintana Roo,Chrome Mobile 97,Android,1
Quintana Roo,Chrome Mobile 99,Android,2
Quintana Roo,Chrome WebView 101,Android,2
Quintana Roo,Chrome WebView 102,Android,1
Quintana Roo,Chrome WebView 88,Android,1
Quintana Roo,Facebook 369,Android,2
Quintana Roo,Firefox 101,Windows,2
Quintana Roo,GSA 213,Apple iPhone,3
Quintana Roo,GSA 214,Apple iPhone,1
Quintana Roo,Mobile Safari 11,Apple iPad,1
Quintana Roo,Mobile Safari 12,Apple iPad,1
Quintana Roo,Mobile Safari 12,Apple iPhone,2
Quintana Roo,Mobile Safari 14,Apple iPad,1
Quintana Roo,Mobile Safari 14,Apple iPhone,3
Quintana Roo,Mobile Safari 15,Apple iPhone,25
